PITG_00003	28678	455
PITG_00004	455	520
PITG_00005	520	51548
PITG_00006	51548	113458
PITG_00009	113458	826
PITG_00010	826	2733
PITG_00011	2733	1164
PITG_00012	1164	780
PITG_00013	780	2653
PITG_00014	2573	2653
PITG_00015	3956	2573
PITG_00016	3956	26527
PITG_00019	1403	26527
PITG_00020	1403	862
PITG_00021	862	1860
PITG_00022	12383	1860
PITG_00023	12383	314
PITG_00024	314	1893
PITG_00025	2404	1893
PITG_00026	2404	881
PITG_00027	720	881
PITG_00028	720	223
PITG_00029	223	657
PITG_00030	657	1152
PITG_00031	1734	1152
PITG_00032	1734	1394
PITG_00033	1768	1394
PITG_00034	1768	2066
PITG_00035	4362	2066
PITG_00036	2194	4362
PITG_00037	2194	3159
PITG_00038	5579	3159
PITG_00039	12787	5579
PITG_00040	12787	120599
PITG_00041	120599	3383
PITG_00042	3383	2846
PITG_00043	3216	2846
PITG_00044	1782	3216
PITG_00045	1782	2773
PITG_00046	2994	2773
PITG_00047	2994	1320
PITG_00048	1454	1320
PITG_00049	1454	2007
PITG_00050	3333	2007
PITG_00051	1438	3333
PITG_00052	1438	1353
PITG_00053	1380	1353
PITG_00054	1380	1410
PITG_00055	3059	1410
PITG_00056	41824	3059
PITG_00058	41824	2490
PITG_00059	2490	763
PITG_00060	1882	763
PITG_00061	749	1882
PITG_00062	749	1809
PITG_00063	1835	1809
PITG_00064	1835	2520
PITG_00065	2791	2520
PITG_00066	2791	2361
PITG_00067	3188	2361
PITG_00068	3188	5195
PITG_00069	4391	5195
PITG_00070	3295	4391
PITG_00071	1090	3295
PITG_00072	1090	1597
PITG_00073	1988	1597
PITG_00074	1988	5443
PITG_00075	5281	5443
PITG_00076	4765	5281
PITG_00077	4765	3344
PITG_00078	4168	3344
PITG_00079	4168	176
PITG_00080	176	452
PITG_00081	452	2331
PITG_00082	2571	2331
PITG_00083	2571	1052
PITG_00084	1052	58245
PITG_00088	3247	58245
PITG_00089	1126	3247
PITG_00090	1126	21843
PITG_00093	21843	8167
PITG_00094	6809	8167
PITG_00095	7451	6809
PITG_00096	1568	7451
PITG_00097	1568	1221
PITG_00098	1221	11623
PITG_00099	2964	11623
PITG_00100	2964	8181
PITG_00101	14153	8181
PITG_00102	14153	12270
PITG_00103	12270	761
PITG_00104	761	21177
PITG_00106	21177	18149
PITG_00107	18149	10440
PITG_00108	26023	10440
PITG_00109	26023	376
PITG_00110	376	159
PITG_00111	159	2282
PITG_00112	812	2282
PITG_00113	812	1205
PITG_00114	1205	1717
PITG_00115	1717	469
PITG_00116	469	193
PITG_00117	193	420
PITG_00118	420	369
PITG_00119	369	18358
PITG_00121	2336	18358
PITG_00122	1397	2336
PITG_00123	985	1397
PITG_00124	985	1695
PITG_00125	2545	1695
PITG_00126	2545	1937
PITG_00127	1276	1937
PITG_00128	1276	809
PITG_00129	809	1366
PITG_00130	1845	1366
PITG_00131	1845	1757
PITG_00132	22531	1757
PITG_00133	22531	1828
PITG_00134	1670	1828
PITG_00135	1670	3070
PITG_00136	3070	568
PITG_00137	568	3414
PITG_00138	1121	3414
PITG_00139	1449	1121
PITG_00140	1449	6020
PITG_00141	6098	6020
PITG_00142	6098	1108
PITG_00143	1113	1108
PITG_00144	1113	946
PITG_00145	3429	946
PITG_00146	3689	3429
PITG_00147	12605	3689
PITG_00148	12605	5977
PITG_00149	8796	5977
PITG_00150	8796	302
PITG_00151	302	5022
PITG_00152	24473	5022
PITG_00153	24473	15055
PITG_00154	15055	2166
PITG_00155	2651	2166
PITG_00156	2651	288
PITG_00157	288	1317
