FGRRES_00263	3
FGRRES_00264	5
FGRRES_00265	4
FGRRES_00266	2
FGRRES_00267	2
FGRRES_00268	3
FGRRES_00269	4
FGRRES_00270	3
FGRRES_00271	3
FGRRES_00272	5
FGRRES_00274	3
FGRRES_00275_M	3
FGRRES_00276	3
FGRRES_00278	3
FGRRES_00279	2
FGRRES_00280_M	4
FGRRES_00281	5
FGRRES_00283	3
FGRRES_00284	4
FGRRES_00285	3
FGRRES_00286	4
FGRRES_00287	4
FGRRES_00288	4
FGRRES_00291	4
FGRRES_00292	2
FGRRES_00293	3
FGRRES_00294	3
FGRRES_00295	2
FGRRES_00296	3
FGRRES_00297	4
FGRRES_00298	4
FGRRES_00299	9
FGRRES_00300	5
FGRRES_00301	6
FGRRES_00302	4
FGRRES_00303	4
FGRRES_00304	4
FGRRES_00305	3
FGRRES_00306	4
FGRRES_00307	2
FGRRES_00308	4
FGRRES_00309	8
FGRRES_00310	4
FGRRES_00312	2
FGRRES_00313	6
FGRRES_00314	2
FGRRES_00316	4
FGRRES_00317	3
FGRRES_00318	3
FGRRES_00319	2
FGRRES_00320	4
FGRRES_00321	3
FGRRES_00322_M	4
FGRRES_00323	3
FGRRES_00324	5
FGRRES_00325	4
FGRRES_00326_M	9
FGRRES_00327	6
FGRRES_00328	4
FGRRES_00329	4
FGRRES_00330	7
FGRRES_00331	4
FGRRES_00332	7
FGRRES_00333	3
FGRRES_00334	3
FGRRES_00335	3
FGRRES_00336	4
FGRRES_00337	3
FGRRES_00338	3
FGRRES_00339	3
FGRRES_00340	6
FGRRES_00342	3
FGRRES_00343	4
FGRRES_00344_M	4
FGRRES_00345	4
FGRRES_00346_M	9
FGRRES_00347	2
FGRRES_00348	3
FGRRES_00349	5
FGRRES_00350	5
FGRRES_00351_M	5
FGRRES_00352	2
FGRRES_00353	5
FGRRES_00354	3
FGRRES_00355	6
FGRRES_00357	2
FGRRES_00358	3
FGRRES_00359	4
FGRRES_00360_M	5
FGRRES_00361	2
FGRRES_00362	2
FGRRES_00363	4
FGRRES_00364	5
FGRRES_00365	3
FGRRES_00367	3
FGRRES_00369	4
FGRRES_00370	4
FGRRES_00371	1
FGRRES_00372	3
FGRRES_00373	5
FGRRES_00374	3
FGRRES_00375	3
FGRRES_00376	4
FGRRES_00377	2
FGRRES_00378	6
FGRRES_00379	3
FGRRES_00380	2
FGRRES_00381	2
FGRRES_00383	4
FGRRES_00384	6
FGRRES_00385	4
FGRRES_00387	6
FGRRES_00388	3
FGRRES_00389	2
FGRRES_00390	4
FGRRES_00391	2
FGRRES_00392	2
FGRRES_00393	4
FGRRES_00394	3
FGRRES_00395	5
FGRRES_00397	5
FGRRES_00398	4
FGRRES_00399	5
FGRRES_00402	3
FGRRES_00404	8
FGRRES_00405	6
FGRRES_00406	3
FGRRES_00407	5
FGRRES_00408	3
FGRRES_00409	3
FGRRES_00410	2
FGRRES_00411	3
FGRRES_00412	3
FGRRES_00413	11
FGRRES_00414	3
FGRRES_00415	2
FGRRES_00416	4
FGRRES_00417	4
FGRRES_00452	2
FGRRES_00453	3
FGRRES_00455	5
FGRRES_00456	3
FGRRES_00457	5
FGRRES_00458	4
FGRRES_00459	2
FGRRES_00460	2
FGRRES_00461	2
FGRRES_00462	2
FGRRES_00463	2
FGRRES_00464	2
FGRRES_00465	5
FGRRES_00466	1
FGRRES_00467	3
FGRRES_00468	2
FGRRES_00469	2
FGRRES_00470	4
FGRRES_00471	4
FGRRES_00472	3
FGRRES_00474	3
FGRRES_00475	2
FGRRES_00476	4
FGRRES_00477	3
FGRRES_00478_M	5
FGRRES_00479	1
FGRRES_00480	4
FGRRES_00481	3
FGRRES_00482	4
FGRRES_00483	1
FGRRES_00484_M	4
FGRRES_00485	2
FGRRES_00486	5
FGRRES_00487	3
FGRRES_00489	5
FGRRES_00490	3
FGRRES_00491	4
FGRRES_00492	3
FGRRES_00493	4
FGRRES_00494	3
FGRRES_00495	3
FGRRES_00496	6
FGRRES_00497	3
FGRRES_00499	4
FGRRES_00500	7
FGRRES_00501	3
FGRRES_00502	4
FGRRES_00503	4
FGRRES_00504	4
FGRRES_00505	4
FGRRES_00506	2
FGRRES_00507	3
FGRRES_00508	5
FGRRES_00509	3
FGRRES_00510	3
FGRRES_00511	2
FGRRES_00512	6
FGRRES_00513	3
FGRRES_00514	7
FGRRES_00515	3
FGRRES_00516	3
FGRRES_00517	4
FGRRES_00518_M	4
FGRRES_00519	3
FGRRES_00520	4
FGRRES_00521	3
FGRRES_00522	2
FGRRES_00523	3
FGRRES_00524	5
FGRRES_00525	3
FGRRES_00526	3
FGRRES_00528_M	4
FGRRES_00529	4
FGRRES_00530	7
FGRRES_00531	6
FGRRES_00534	2
FGRRES_00535	2
FGRRES_00536	6
FGRRES_00537	2
FGRRES_00538	5
FGRRES_00539	4
FGRRES_00540	2
FGRRES_00541	3
FGRRES_00542	4
FGRRES_00543	4
FGRRES_00545	3
FGRRES_00546	2
FGRRES_00549	3
FGRRES_00550	8
FGRRES_00551	2
FGRRES_00552	2
FGRRES_00553	2
FGRRES_00554	2
FGRRES_00555	5
FGRRES_00556	4
FGRRES_00557	1
FGRRES_00558	5
FGRRES_00559_M	5
FGRRES_00560	2
FGRRES_00561	5
FGRRES_00562	3
FGRRES_00563	2
FGRRES_00564	3
FGRRES_00565	5
FGRRES_00566	3
FGRRES_00567	3
FGRRES_00568	2
FGRRES_00569	4
FGRRES_00570	3
FGRRES_00571	4
FGRRES_00572	6
FGRRES_00573	7
FGRRES_00574	5
FGRRES_00576	3
FGRRES_00577	4
FGRRES_00578	5
FGRRES_00581	6
FGRRES_00582	2
FGRRES_00583	3
FGRRES_00584	2
FGRRES_00585	4
FGRRES_00586	4
FGRRES_00587	4
FGRRES_00588	3
FGRRES_00589	5
FGRRES_00590	3
FGRRES_00591	2
FGRRES_00592	3
FGRRES_00593	5
FGRRES_00594	5
FGRRES_00595	4
FGRRES_00596	2
FGRRES_00597	2
FGRRES_00598	3
FGRRES_00599	2
FGRRES_00600	6
FGRRES_00602	2
FGRRES_00603	4
FGRRES_00604	5
FGRRES_00605	4
FGRRES_00606	3
FGRRES_00607	4
FGRRES_00608	4
FGRRES_00609	5
FGRRES_00610	4
FGRRES_00612	4
FGRRES_00613	5
FGRRES_00614_M	3
FGRRES_00615	1
FGRRES_00616	3
FGRRES_00618	4
FGRRES_00619	4
FGRRES_00620	5
FGRRES_00621	2
FGRRES_00622	6
FGRRES_00623	3
FGRRES_00624	2
FGRRES_00625	4
FGRRES_00626	5
FGRRES_00627	3
FGRRES_00628	2
FGRRES_00629	4
FGRRES_00631	3
FGRRES_00633	5
FGRRES_00634	5
FGRRES_00635	2
FGRRES_00636	3
FGRRES_00637	8
FGRRES_00638	3
FGRRES_00639	8
FGRRES_00640	3
FGRRES_00641	4
FGRRES_00642	2
FGRRES_00643	5
FGRRES_00644	5
FGRRES_00645_M	4
FGRRES_00646	8
FGRRES_00648	3
FGRRES_00649	3
FGRRES_00652	2
FGRRES_00653	3
FGRRES_00654	3
FGRRES_00655	3
FGRRES_00656	4
FGRRES_00659	2
FGRRES_00660	3
FGRRES_00661	4
FGRRES_00663	3
FGRRES_00664	2
FGRRES_00665	4
FGRRES_00666	4
FGRRES_00667	5
FGRRES_00668	3
FGRRES_00669	1
FGRRES_00670	3
FGRRES_00671	4
FGRRES_00672	4
FGRRES_00674	3
FGRRES_00675	3
FGRRES_00677	7
FGRRES_00678	3
FGRRES_00680	3
FGRRES_00681	3
FGRRES_00682	2
FGRRES_00683	2
FGRRES_00684	5
FGRRES_00685	2
FGRRES_00686	4
FGRRES_00687_M	3
FGRRES_00688	4
FGRRES_00689	2
FGRRES_00690	4
FGRRES_00691	3
FGRRES_00692	4
FGRRES_00693	3
FGRRES_00694	4
FGRRES_00695	2
FGRRES_00696	3
FGRRES_00698	2
FGRRES_00700	3
FGRRES_00701	4
FGRRES_00702	5
FGRRES_00703	2
FGRRES_00704	2
FGRRES_00705	3
FGRRES_00706	4
FGRRES_00707	3
FGRRES_00709	6
FGRRES_00710	4
FGRRES_00712	4
FGRRES_00713	3
FGRRES_00714	4
FGRRES_00715	4
FGRRES_00716	3
FGRRES_00717	3
FGRRES_00718	3
FGRRES_00719	4
FGRRES_00720	4
FGRRES_00721	4
FGRRES_00722	3
FGRRES_00723	4
FGRRES_00724	2
FGRRES_00725	5
FGRRES_00726	2
FGRRES_00728	6
FGRRES_00729	4
FGRRES_00730	4
FGRRES_00731	3
FGRRES_00732	5
FGRRES_00733	2
FGRRES_00734	4
FGRRES_00736	3
FGRRES_00737	5
FGRRES_00738	5
FGRRES_00739	4
FGRRES_00740	6
FGRRES_00741	3
FGRRES_00742	4
FGRRES_00743	4
FGRRES_00744	4
FGRRES_00745	4
FGRRES_00746	3
FGRRES_00747	5
FGRRES_00748	3
FGRRES_00749	2
FGRRES_00750	4
FGRRES_00751	3
FGRRES_00752	6
FGRRES_00756	3
FGRRES_00757	5
FGRRES_00758	3
FGRRES_00759	2
FGRRES_00760	4
FGRRES_00761	4
FGRRES_00762	5
FGRRES_00763	4
FGRRES_00764	4
FGRRES_00765	2
FGRRES_00766	5
FGRRES_00767	4
FGRRES_00768	4
FGRRES_00769	4
FGRRES_00770	5
FGRRES_00771	4
FGRRES_00772	3
FGRRES_00773	3
FGRRES_00774	2
FGRRES_00776	5
FGRRES_00777_M	6
FGRRES_00778	3
FGRRES_00779	3
FGRRES_00780	5
FGRRES_00781	4
FGRRES_00782	2
FGRRES_00783	5
FGRRES_00784_M	6
FGRRES_00785	3
FGRRES_00786	6
FGRRES_00787	6
FGRRES_00788	3
FGRRES_00789	3
FGRRES_00792	2
FGRRES_00793	3
FGRRES_00794	2
FGRRES_00796	2
FGRRES_00797	4
FGRRES_00798	3
FGRRES_00799	2
FGRRES_00800	4
FGRRES_00801	1
FGRRES_00802	6
FGRRES_00804	3
FGRRES_00806	1
FGRRES_00807	3
FGRRES_00808	1
FGRRES_00810	3
FGRRES_00811	3
FGRRES_00812	2
FGRRES_00813	9
FGRRES_00814	2
FGRRES_00815	3
FGRRES_00817	3
FGRRES_00818	6
FGRRES_00819	5
FGRRES_00820	3
FGRRES_00821	6
FGRRES_00822	4
FGRRES_00823	3
FGRRES_00824	4
FGRRES_00825	4
FGRRES_00826	2
FGRRES_00828	2
FGRRES_00829	3
FGRRES_00831	3
FGRRES_00832	7
FGRRES_00833	5
