EFFGRG00000013981	2
EFFGRG00000014060	1
EFFGRG00000014532	1
FGRRES_00001	4
FGRRES_00002	2
FGRRES_00003	5
FGRRES_00004	4
FGRRES_00005	2
FGRRES_00006	6
FGRRES_00009	3
FGRRES_00010	4
FGRRES_00011	8
FGRRES_00012	2
FGRRES_00013	3
FGRRES_00014_M	5
FGRRES_00015	7
FGRRES_00016_M	4
FGRRES_00017	2
FGRRES_00018	3
FGRRES_00019	4
FGRRES_00021	3
FGRRES_00023	2
FGRRES_00024	2
FGRRES_00025	5
FGRRES_00026_M	7
FGRRES_00027	2
FGRRES_00028	3
FGRRES_00029	5
FGRRES_00030_M	3
FGRRES_00032	2
FGRRES_00033	3
FGRRES_00034	5
FGRRES_00036	6
FGRRES_00038_M	4
FGRRES_00039	2
FGRRES_00040	5
FGRRES_00043	2
FGRRES_00044	2
FGRRES_00045	2
FGRRES_00046	15
FGRRES_00047	5
FGRRES_00048	4
FGRRES_00049	6
FGRRES_00050	2
FGRRES_00051	4
FGRRES_00052	5
FGRRES_00053	2
FGRRES_00054	2
FGRRES_00055	3
FGRRES_00056	3
FGRRES_00058	3
FGRRES_00059	3
FGRRES_00060	3
FGRRES_00061	2
FGRRES_00062	3
FGRRES_00063	2
FGRRES_00064_M	2
FGRRES_00065	2
FGRRES_00066	4
FGRRES_00067	3
FGRRES_00068	4
FGRRES_00069	4
FGRRES_00070	2
FGRRES_00071	6
FGRRES_00072	4
FGRRES_00073	3
FGRRES_00074	2
FGRRES_00075	2
FGRRES_00076	5
FGRRES_00077	4
FGRRES_00078	7
FGRRES_00079	2
FGRRES_00080	2
FGRRES_00082	2
FGRRES_00083	7
FGRRES_00084_M	2
FGRRES_00085	9
FGRRES_00087	4
FGRRES_00089	6
FGRRES_00090	3
FGRRES_00091	2
FGRRES_00092	6
FGRRES_00093_M	3
FGRRES_00094	2
FGRRES_00096	3
FGRRES_00097	2
FGRRES_00099	3
FGRRES_00100	3
FGRRES_00101	7
FGRRES_00102	4
FGRRES_00103	2
FGRRES_00104_M	5
FGRRES_00105_M	4
FGRRES_00107	3
FGRRES_00108	6
FGRRES_00109	4
FGRRES_00111	4
FGRRES_00112	4
FGRRES_00114	3
FGRRES_00116	5
FGRRES_00117	3
FGRRES_00118	3
FGRRES_00119	2
FGRRES_00120_M	1
FGRRES_00122	2
FGRRES_00124	2
FGRRES_00126	4
FGRRES_00128_M	4
FGRRES_00129_M	3
FGRRES_00130	4
FGRRES_00131	2
FGRRES_00132	5
FGRRES_00134	2
FGRRES_00135	3
FGRRES_00136	4
FGRRES_00137	2
FGRRES_00138	6
FGRRES_00139	3
FGRRES_00140	2
FGRRES_00141	3
FGRRES_00144	5
FGRRES_00145	3
FGRRES_00147	7
FGRRES_00148	6
FGRRES_00150	2
FGRRES_00151	3
FGRRES_00152	3
FGRRES_00154	3
FGRRES_00156_M	4
FGRRES_00157	2
FGRRES_00160	2
FGRRES_00161	3
FGRRES_00162	5
FGRRES_00163	7
FGRRES_00164	2
FGRRES_00165	2
FGRRES_00166	2
FGRRES_00168	4
FGRRES_00169	2
FGRRES_00170	5
FGRRES_00171	2
FGRRES_00172	4
FGRRES_00173	4
FGRRES_00174	2
FGRRES_00175	3
FGRRES_00176	3
FGRRES_00177	4
FGRRES_00179	4
FGRRES_00181	3
FGRRES_00182	4
FGRRES_00183	6
FGRRES_00184	2
FGRRES_00185	4
FGRRES_00186	2
FGRRES_00188	2
FGRRES_00189	5
FGRRES_00190	3
FGRRES_00192	3
FGRRES_00193	2
FGRRES_00194	2
FGRRES_00195	4
FGRRES_00196_M	5
FGRRES_00197	4
FGRRES_00198	2
FGRRES_00199	2
FGRRES_00200	4
FGRRES_00201	6
FGRRES_00203	2
FGRRES_00205	6
FGRRES_00207	2
FGRRES_00209	4
FGRRES_00211	3
FGRRES_00213	2
FGRRES_00214	3
FGRRES_00216	3
FGRRES_00217	5
FGRRES_00218	5
FGRRES_00219	6
FGRRES_00220	3
FGRRES_00222	7
FGRRES_00224	4
FGRRES_00226	5
FGRRES_00227	7
FGRRES_00229	5
FGRRES_00230	2
FGRRES_00231	4
FGRRES_00232	3
FGRRES_00234	3
FGRRES_00235	3
FGRRES_00236	5
FGRRES_00237	5
FGRRES_00242_M	2
FGRRES_00243	7
FGRRES_00245	3
FGRRES_00246	2
FGRRES_00247	7
FGRRES_00249	2
FGRRES_00251_M	2
FGRRES_00252	4
FGRRES_00253	3
FGRRES_00254	2
FGRRES_00255	4
FGRRES_00256	2
FGRRES_00257	2
FGRRES_00258	5
FGRRES_00259	3
FGRRES_00260	3
FGRRES_00261	3
FGRRES_00262_M	3
FGRRES_00263	3
FGRRES_00264	5
FGRRES_00265	4
FGRRES_00266	2
FGRRES_00267	2
FGRRES_00268	3
FGRRES_00269	4
FGRRES_00270	3
FGRRES_00271	3
FGRRES_00272	5
FGRRES_00274	3
FGRRES_00275_M	3
FGRRES_00276	3
FGRRES_00278	3
FGRRES_00279	2
FGRRES_00280_M	4
FGRRES_00281	5
FGRRES_00283	3
FGRRES_00284	4
FGRRES_00285	3
FGRRES_00286	4
FGRRES_00287	4
FGRRES_00288	4
FGRRES_00291	4
FGRRES_00292	2
FGRRES_00293	3
FGRRES_00294	3
FGRRES_00295	2
FGRRES_00296	3
FGRRES_00297	4
FGRRES_00298	4
FGRRES_00299	9
FGRRES_00300	5
FGRRES_00301	6
FGRRES_00302	4
FGRRES_00303	4
FGRRES_00304	4
FGRRES_00305	3
FGRRES_00306	4
FGRRES_00307	2
FGRRES_00308	4
FGRRES_00309	8
FGRRES_00310	4
FGRRES_00312	2
FGRRES_00313	6
FGRRES_00314	2
FGRRES_00316	4
FGRRES_00317	3
FGRRES_00318	3
FGRRES_00319	2
FGRRES_00320	4
FGRRES_00321	3
FGRRES_00322_M	4
FGRRES_00323	3
FGRRES_00324	5
FGRRES_00325	4
FGRRES_00326_M	9
FGRRES_00327	6
FGRRES_00328	4
FGRRES_00329	4
FGRRES_00330	7
FGRRES_00331	4
FGRRES_00332	7
FGRRES_00333	3
FGRRES_00334	3
FGRRES_00335	3
FGRRES_00336	4
FGRRES_00337	3
FGRRES_00338	3
FGRRES_00339	3
FGRRES_00340	6
FGRRES_00342	3
FGRRES_00343	4
FGRRES_00344_M	4
FGRRES_00345	4
FGRRES_00346_M	9
FGRRES_00347	2
FGRRES_00348	3
FGRRES_00349	5
FGRRES_00350	5
FGRRES_00351_M	5
FGRRES_00352	2
FGRRES_00353	5
FGRRES_00354	3
FGRRES_00355	6
FGRRES_00357	2
FGRRES_00358	3
FGRRES_00359	4
FGRRES_00360_M	5
FGRRES_00361	2
FGRRES_00362	2
FGRRES_00363	4
FGRRES_00364	5
FGRRES_00365	3
FGRRES_00367	3
FGRRES_00369	4
FGRRES_00370	4
FGRRES_00371	1
FGRRES_00372	3
FGRRES_00373	5
FGRRES_00374	3
FGRRES_00375	3
FGRRES_00376	4
FGRRES_00377	2
FGRRES_00378	6
FGRRES_00379	3
FGRRES_00380	2
FGRRES_00381	2
FGRRES_00383	4
FGRRES_00384	6
FGRRES_00385	4
FGRRES_00387	6
FGRRES_00388	3
FGRRES_00389	2
FGRRES_00390	4
FGRRES_00391	2
FGRRES_00392	2
FGRRES_00393	4
FGRRES_00394	3
FGRRES_00395	5
FGRRES_00397	5
FGRRES_00398	4
FGRRES_00399	5
FGRRES_00402	3
FGRRES_00404	8
FGRRES_00405	6
FGRRES_00406	3
FGRRES_00407	5
FGRRES_00408	3
FGRRES_00409	3
FGRRES_00410	2
FGRRES_00411	3
FGRRES_00412	3
FGRRES_00413	11
FGRRES_00414	3
FGRRES_00415	2
FGRRES_00416	4
FGRRES_00417	4
FGRRES_00418	3
FGRRES_00419	2
FGRRES_00421	4
FGRRES_00422	2
FGRRES_00423	2
FGRRES_00424	2
FGRRES_00425	4
FGRRES_00426	2
FGRRES_00427	4
FGRRES_00428	3
FGRRES_00429	4
FGRRES_00430	5
FGRRES_00431_M	3
FGRRES_00432	4
FGRRES_00433	5
FGRRES_00434	4
FGRRES_00435	4
FGRRES_00436	4
FGRRES_00437	3
FGRRES_00438	3
FGRRES_00439	5
FGRRES_00440	3
FGRRES_00441	5
FGRRES_00442	6
FGRRES_00443	4
FGRRES_00444	5
FGRRES_00446	4
FGRRES_00447	6
FGRRES_00448	2
FGRRES_00449	3
FGRRES_00450	2
FGRRES_00452	2
FGRRES_00453	3
FGRRES_00455	5
FGRRES_00456	3
FGRRES_00457	5
FGRRES_00458	4
FGRRES_00459	2
FGRRES_00460	2
FGRRES_00461	2
FGRRES_00462	2
FGRRES_00463	2
FGRRES_00464	2
FGRRES_00465	5
FGRRES_00466	1
FGRRES_00467	3
FGRRES_00468	2
FGRRES_00469	2
FGRRES_00470	4
FGRRES_00471	4
FGRRES_00472	3
FGRRES_00474	3
FGRRES_00475	2
FGRRES_00476	4
FGRRES_00477	3
FGRRES_00478_M	5
FGRRES_00479	1
FGRRES_00480	4
FGRRES_00481	3
FGRRES_00482	4
FGRRES_00483	1
FGRRES_00484_M	4
FGRRES_00485	2
FGRRES_00486	5
FGRRES_00487	3
FGRRES_00489	5
FGRRES_00490	3
FGRRES_00491	4
FGRRES_00492	3
FGRRES_00493	4
FGRRES_00494	3
FGRRES_00495	3
FGRRES_00496	6
FGRRES_00497	3
FGRRES_00499	4
FGRRES_00500	7
FGRRES_00501	3
FGRRES_00502	4
FGRRES_00503	4
FGRRES_00504	4
FGRRES_00505	4
FGRRES_00506	2
FGRRES_00507	3
FGRRES_00508	5
FGRRES_00509	3
FGRRES_00510	3
FGRRES_00511	2
FGRRES_00512	6
FGRRES_00513	3
FGRRES_00514	7
FGRRES_00515	3
FGRRES_00516	3
FGRRES_00517	4
FGRRES_00518_M	4
FGRRES_00519	3
FGRRES_00520	4
FGRRES_00521	3
FGRRES_00522	2
FGRRES_00523	3
FGRRES_00524	5
FGRRES_00525	3
FGRRES_00526	3
FGRRES_00528_M	4
FGRRES_00529	4
FGRRES_00530	7
FGRRES_00531	6
FGRRES_00534	2
FGRRES_00535	2
FGRRES_00536	6
FGRRES_00537	2
FGRRES_00538	5
FGRRES_00539	4
FGRRES_00540	2
FGRRES_00541	3
FGRRES_00542	4
FGRRES_00543	4
FGRRES_00545	3
FGRRES_00546	2
FGRRES_00549	3
FGRRES_00550	8
FGRRES_00551	2
FGRRES_00552	2
FGRRES_00553	2
FGRRES_00554	2
FGRRES_00555	5
FGRRES_00556	4
FGRRES_00557	1
FGRRES_00558	5
FGRRES_00559_M	5
FGRRES_00560	2
FGRRES_00561	5
FGRRES_00562	3
FGRRES_00563	2
FGRRES_00564	3
FGRRES_00565	5
FGRRES_00566	3
FGRRES_00567	3
FGRRES_00568	2
FGRRES_00569	4
FGRRES_00570	3
FGRRES_00571	4
FGRRES_00572	6
FGRRES_00573	7
FGRRES_00574	5
FGRRES_00576	3
FGRRES_00577	4
FGRRES_00578	5
FGRRES_00581	6
FGRRES_00582	2
FGRRES_00583	3
FGRRES_00584	2
FGRRES_00585	4
FGRRES_00586	4
FGRRES_00587	4
FGRRES_00588	3
FGRRES_00589	5
FGRRES_00590	3
FGRRES_00591	2
FGRRES_00592	3
FGRRES_00593	5
FGRRES_00594	5
FGRRES_00595	4
FGRRES_00596	2
FGRRES_00597	2
FGRRES_00598	3
FGRRES_00599	2
FGRRES_00600	6
FGRRES_00602	2
FGRRES_00603	4
FGRRES_00604	5
FGRRES_00605	4
FGRRES_00606	3
FGRRES_00607	4
FGRRES_00608	4
FGRRES_00609	5
FGRRES_00610	4
FGRRES_00612	4
FGRRES_00613	5
FGRRES_00614_M	3
FGRRES_00615	1
FGRRES_00616	3
FGRRES_00618	4
FGRRES_00619	4
FGRRES_00620	5
FGRRES_00621	2
FGRRES_00622	6
FGRRES_00623	3
FGRRES_00624	2
FGRRES_00625	4
FGRRES_00626	5
FGRRES_00627	3
FGRRES_00628	2
FGRRES_00629	4
FGRRES_00631	3
FGRRES_00633	5
FGRRES_00634	5
FGRRES_00635	2
FGRRES_00636	3
FGRRES_00637	8
FGRRES_00638	3
FGRRES_00639	8
FGRRES_00640	3
FGRRES_00641	4
