	logFC	logCPM	PValue	FDR
FGRRES_00011	-1.365494	2.456008	0.04979543	0.09890737
FGRRES_00012	1.714709	0.5482421	0.05200489	0.1024336
FGRRES_00015	0.4699262	0.8338777	0.5876059	0.6865997
FGRRES_00018	-0.9952525	4.887681	0.06889203	0.1287337
FGRRES_00021	-0.9976293	1.254528	0.3545058	0.4703486
FGRRES_00024	1.097787	4.143947	0.05995205	0.1150592
FGRRES_00025	-0.5681998	1.90029	0.3559851	0.4718499
FGRRES_00032	1.584451	1.007089	0.06025914	0.1155464
FGRRES_00039	0.1096106	1.215176	0.9413597	0.9580436
FGRRES_00045	0.3683723	3.079237	0.4779325	0.5887461
FGRRES_00051	-0.2281767	3.427887	0.2695522	0.3804452
FGRRES_00058	-0.006847932	5.228389	0.9806732	0.9813244
FGRRES_00059	-1.448407	7.743494	0.027066	0.059796
FGRRES_00064_M	0.4013522	1.934643	0.6751369	0.7596237
FGRRES_00066	1.238474	6.528568	0.07225866	0.133758
FGRRES_00067	0.3216158	5.4902	0.6321225	0.7229872
FGRRES_00068	-1.24989	6.419181	0.07585994	0.1390958
FGRRES_00092	-0.149385	2.083629	0.7987699	0.8590021
FGRRES_00097	-0.5556313	2.922646	0.1872044	0.28628
FGRRES_00101	1.203185	2.575547	0.09427377	0.1655872
FGRRES_00107	-1.022491	2.177474	0.135558	0.2218687
FGRRES_00122	0.4574393	0.9843144	0.5276781	0.6331553
FGRRES_00136	0.66757	8.111721	0.2789716	0.3906179
FGRRES_00139	1.00557	2.910437	0.1407871	0.2281562
FGRRES_00144	-1.312463	1.507299	0.153222	0.2439013
FGRRES_00152	-0.4073724	5.867386	0.4460301	0.5594397
FGRRES_00160	0.5651804	1.621775	0.4512407	0.5646622
FGRRES_00166	0.003697207	5.651754	0.9806433	0.9813244
FGRRES_00168	0.3404993	5.48936	0.5038151	0.6125132
FGRRES_00170	-0.9141505	5.331955	0.07783866	0.1419574
FGRRES_00173	0.6131442	5.303217	0.2417962	0.3485738
FGRRES_00174	0.2348505	5.077147	0.6832606	0.7666295
FGRRES_00175	-1.515366	7.455007	0.02230858	0.05088589
FGRRES_00176	0.1172446	5.072314	0.8189928	0.8725369
FGRRES_00179	-0.538938	3.905789	0.4139001	0.5299113
FGRRES_00183	0.7807142	4.585749	0.1428785	0.2307842
FGRRES_00185	-0.1630853	6.668226	0.7255627	0.8011529
FGRRES_00188	-0.905457	4.718965	0.09086696	0.1604848
FGRRES_00189	1.151321	5.97554	0.02790639	0.06129691
FGRRES_00190	0.7085161	5.858265	0.1726591	0.2681344
FGRRES_00192	0.7110311	10.35635	0.2362735	0.3430389
FGRRES_00193	1.718057	0.5664548	0.06286089	0.1197045
FGRRES_00195	1.224054	3.474264	0.04303909	0.08808282
FGRRES_00197	1.807329	1.492573	0.03402122	0.07239849
FGRRES_00198	-0.07109389	5.536316	0.2610207	0.3711329
FGRRES_00200	-0.9740939	7.931983	0.1534047	0.244072
FGRRES_00201	-0.8112443	5.896056	0.1310721	0.2162221
FGRRES_00209	0.2750248	4.216602	0.6712086	0.7567657
FGRRES_00214	-1.931478	1.91661	0.03103367	0.06688014
FGRRES_00217	0.3549794	2.910332	0.6077472	0.7028858
FGRRES_00218	1.348922	1.175052	0.08566366	0.1532217
FGRRES_00219	-0.6871333	2.12764	0.282903	0.3947475
FGRRES_00232	1.524085	1.841823	0.03415627	0.07267164
FGRRES_00235	-0.1527745	0.8834868	0.9196715	0.9434022
FGRRES_00246	0.05031507	1.667584	0.86341	0.9044097
FGRRES_00247	-0.4906675	1.714402	0.4663173	0.5785256
FGRRES_00249	-1.196652	5.216424	0.02411502	0.05431009
FGRRES_00258	-1.330966	1.11825	0.07772925	0.1418523
FGRRES_00261	0.2504381	7.436235	0.662505	0.7496786
FGRRES_00262_M	0.9729843	1.123525	0.08394037	0.1508286
FGRRES_00263	0.05972864	5.143841	0.9115708	0.938382
FGRRES_00264	0.8915294	5.602846	0.08347411	0.1501493
FGRRES_00265	-0.5294026	2.577628	0.3901265	0.5065857
FGRRES_00267	0.4487656	0.4056701	0.5174323	0.6247989
FGRRES_00268	-1.01692	2.472775	0.1043183	0.18031
FGRRES_00269	0.3528747	4.199329	0.549993	0.6527145
FGRRES_00270	1.09692	4.757561	0.1183784	0.1994041
FGRRES_00271	-0.722427	7.643692	0.2613913	0.3713679
FGRRES_00275_M	0.06785446	3.212042	0.8784433	0.9141284
FGRRES_00276	-0.4119256	5.042009	0.5208626	0.6272661
FGRRES_00278	0.7200457	5.905883	0.1968336	0.298033
FGRRES_00280_M	-0.1332696	4.091954	0.7987045	0.8590021
FGRRES_00281	0.6737266	4.792442	0.1948873	0.2958198
FGRRES_00283	-0.3006118	4.633761	0.5691801	0.6704268
FGRRES_00286	1.300757	7.018976	0.02644481	0.05867752
FGRRES_00287	-0.9011218	3.802236	0.1334003	0.219097
FGRRES_00288	-0.1271044	4.642339	0.8063987	0.8637826
FGRRES_00291	1.165804	4.900642	0.02742275	0.06036898
FGRRES_00293	-0.5270682	4.621811	0.3242796	0.43861
FGRRES_00297	-0.1886123	5.035263	0.730864	0.8050408
FGRRES_00298	-1.13857	7.68391	0.05391809	0.1056379
FGRRES_00299	0.478167	7.2499	0.4071621	0.5236738
FGRRES_00300	0.3551134	8.139109	0.5404833	0.6450258
FGRRES_00301	-0.2226628	4.677228	0.67321	0.7582345
FGRRES_00302	0.6418655	3.709792	0.2838978	0.395901
FGRRES_00303	-0.953142	4.687187	0.08254861	0.1488453
FGRRES_00304	0.4520319	4.516324	0.4027688	0.5198918
FGRRES_00307	0.02572924	3.829311	0.9731451	0.9813244
FGRRES_00308	-1.06993	7.398855	0.0720411	0.1334691
FGRRES_00309	0.08851791	4.548204	0.8887711	0.9216966
FGRRES_00310	0.6565126	7.806257	0.2578169	0.3674923
FGRRES_00312	-1.505553	3.308331	0.03653138	0.07679161
FGRRES_00313	-1.322738	3.653986	0.02629467	0.05841884
FGRRES_00314	-0.03075281	8.513474	0.9603528	0.9725398
FGRRES_00317	0.4356139	5.202515	0.3901265	0.5065857
FGRRES_00318	0.3943472	3.721018	0.5140036	0.621835
FGRRES_00319	0.4217218	3.101365	0.5084337	0.6165811
FGRRES_00321	1.325884	4.160875	0.04702454	0.0946684
FGRRES_00324	-0.9099699	6.110674	0.08313379	0.1496767
FGRRES_00325	-0.1199909	3.112296	0.8643779	0.9048055
FGRRES_00327	0.5141433	5.321582	0.3253165	0.4396289
FGRRES_00328	1.145395	6.164077	0.03539005	0.0748564
FGRRES_00329	0.03452502	3.572633	0.9529209	0.9669082
FGRRES_00333	-0.2010902	4.674447	0.7035873	0.7829355
FGRRES_00334	-0.8503533	2.987338	0.1720917	0.2674655
FGRRES_00335	-0.7168664	4.885304	0.1696017	0.2645559
FGRRES_00337	-0.4084818	5.760456	0.4342692	0.5493151
FGRRES_00339	0.8573094	4.04364	0.1552983	0.2463391
FGRRES_00343	-0.9057793	7.556515	0.1204945	0.2021529
FGRRES_00345	0.2326912	2.632823	0.7509005	0.8225195
FGRRES_00349	-0.134746	5.465528	0.800487	0.860252
FGRRES_00350	0.8052751	6.401346	0.1335131	0.2192491
FGRRES_00352	-0.6872931	5.778554	0.2035921	0.3054866
FGRRES_00354	0.1766593	0.7201463	0.8161117	0.8708347
FGRRES_00357	-0.4271186	2.854473	0.5451304	0.6489306
FGRRES_00358	0.6035	5.553081	0.238148	0.3446838
FGRRES_00359	0.9704203	5.588791	0.07849202	0.1429798
FGRRES_00360_M	0.7246721	4.730698	0.171755	0.2670951
FGRRES_00362	0.004173578	4.542092	0.9796919	0.9813244
FGRRES_00363	0.4700601	4.430963	0.4248514	0.5409329
FGRRES_00364	-0.05027337	4.754002	0.9157617	0.9412017
FGRRES_00365	0.5196012	4.01646	0.385894	0.5024724
FGRRES_00369	1.017486	6.957879	0.07377224	0.1359338
FGRRES_00370	0.6414725	3.891453	0.2770026	0.3887133
FGRRES_00372	1.242972	4.568871	0.04882265	0.09738508
FGRRES_00373	0.5493723	8.778667	0.3538661	0.4696682
FGRRES_00374	-1.280715	7.11228	0.050657	0.1001969
FGRRES_00375	-1.022158	5.52872	0.07594867	0.139235
FGRRES_00376	0.6092296	8.021001	0.2940151	0.4065417
FGRRES_00378	-0.3351728	5.236654	0.5224226	0.6285655
FGRRES_00379	1.028463	2.777431	0.1112207	0.1895973
FGRRES_00380	0.538012	4.583038	0.3221179	0.4367203
FGRRES_00383	0.5940969	3.144697	0.3432311	0.4588676
FGRRES_00384	-0.6518785	1.386346	0.4966535	0.6057743
FGRRES_00385	-1.033682	8.730095	0.1067668	0.18361
FGRRES_00387	0.1755605	8.687502	0.7684082	0.836295
FGRRES_00391	-0.4331344	3.635635	0.4721843	0.5839353
FGRRES_00393	0.2787981	6.964339	0.6207648	0.7132289
FGRRES_00394	-0.2533963	0.7887835	0.8605886	0.9019766
FGRRES_00397	-0.2783915	8.885341	0.6375064	0.7275349
FGRRES_00398	0.9982722	4.905372	0.108123	0.1855565
FGRRES_00399	-1.026903	5.120239	0.09055443	0.1601674
FGRRES_00402	-0.3502252	3.718385	0.534516	0.6396628
FGRRES_00404	0.6972145	2.652628	0.3107528	0.4242265
FGRRES_00407	0.7765011	4.567465	0.1589767	0.2514389
FGRRES_00408	-0.3944308	6.621482	0.4887119	0.598712
FGRRES_00409	1.128599	5.044411	0.03111681	0.067046
FGRRES_00410	-0.8191531	4.818722	0.1298162	0.2146071
FGRRES_00414	-0.03990661	3.887493	0.9458708	0.9613725
FGRRES_00415	-0.8765061	9.842571	0.1955897	0.296588
FGRRES_00418	-0.7758177	3.927327	0.167806	0.2622693
FGRRES_00419	-0.7125276	3.311944	0.2682688	0.378907
FGRRES_00421	0.4667984	8.534494	0.4379862	0.5528569
FGRRES_00423	0.9533031	2.311944	0.1494149	0.2391034
FGRRES_00425	0.3807382	4.964996	0.4905799	0.600493
FGRRES_00426	0.1179262	0.4503597	0.424975	0.5409634
FGRRES_00427	0.03736477	3.04222	0.9288767	0.9497926
FGRRES_00428	0.2895058	5.477117	0.5787766	0.6788585
FGRRES_00429	-0.05950905	7.330028	0.9172684	0.941836
FGRRES_00430	0.9976943	6.61713	0.07263954	0.1342798
FGRRES_00436	1.141054	4.129355	0.06257612	0.1192936
FGRRES_00437	-1.132395	5.465249	0.04537716	0.09191458
FGRRES_00439	-0.1197391	5.144821	0.8162523	0.8708978
FGRRES_00440	0.4572019	3.842051	0.428922	0.5445825
FGRRES_00443	1.118171	4.250446	0.04107543	0.08471906
FGRRES_00446	0.498544	4.218469	0.3584729	0.4742224
FGRRES_00448	-0.5001575	5.452233	0.3392198	0.4544005
FGRRES_00450	-0.6430945	7.807327	0.2688365	0.3796101
FGRRES_00452	0.2614475	5.173225	0.629836	0.721132
FGRRES_00457	0.795881	2.401165	0.2163947	0.3201816
FGRRES_00458	0.999643	4.843333	0.06575804	0.1241385
FGRRES_00460	-0.4119867	5.150529	0.445189	0.5589461
FGRRES_00462	1.209336	3.659152	0.04169004	0.08571023
FGRRES_00464	-0.2020853	6.50309	0.7076441	0.7864081
FGRRES_00466	0.2216106	3.779519	0.7047777	0.7838648
FGRRES_00467	0.2350157	5.95644	0.65469	0.742849
FGRRES_00468	-0.086585	4.577384	0.8746273	0.911497
FGRRES_00471	0.149825	8.579252	0.7983115	0.8588496
FGRRES_00472	0.6558745	7.579708	0.2584708	0.3681826
FGRRES_00474	-0.5089554	4.378673	0.3456287	0.4614307
FGRRES_00475	0.9994851	5.849844	0.05750585	0.1112101
FGRRES_00477	-0.8507226	4.620261	0.1100962	0.1881692
FGRRES_00480	0.4483932	4.383252	0.4082236	0.5244998
FGRRES_00481	1.263249	3.652206	0.04996603	0.09912431
FGRRES_00482	1.512354	2.245789	0.02355127	0.05318393
FGRRES_00485	1.23089	4.578169	0.05256876	0.1034129
FGRRES_00486	0.1837608	4.043165	0.7374669	0.8113258
FGRRES_00487	1.502082	1.230836	0.05022684	0.09945482
FGRRES_00490	-0.1454119	6.270325	0.8018234	0.8608358
FGRRES_00491	0.6361524	7.816184	0.2753155	0.386746
FGRRES_00492	-0.3098539	11.37233	0.6098636	0.7045827
FGRRES_00493	0.2995729	5.675286	0.5599285	0.6617238
FGRRES_00494	-0.294966	5.659136	0.6055615	0.7009276
FGRRES_00495	0.004507006	3.676892	0.9794887	0.9813244
FGRRES_00497	-0.001276078	7.461789	0.9803333	0.9813244
FGRRES_00499	0.9587949	6.600177	0.08093295	0.1465853
FGRRES_00500	-0.1467771	8.298782	0.8053452	0.8629948
FGRRES_00502	-0.5187049	5.606778	0.3654794	0.4813772
FGRRES_00504	0.2552727	4.529225	0.6288723	0.7203326
FGRRES_00505	0.8219014	5.983719	0.1146306	0.1942974
FGRRES_00507	-0.08352506	6.262082	0.8744775	0.911497
FGRRES_00508	-1.012332	5.450933	0.05659586	0.1097632
FGRRES_00510	1.080098	6.428016	0.04746117	0.09531755
FGRRES_00511	0.5982756	4.995004	0.2465899	0.3542777
FGRRES_00512	-0.9175004	5.177795	0.08664255	0.1546882
FGRRES_00515	-0.1052468	8.012942	0.8568349	0.8994321
FGRRES_00516	-0.2959356	2.368785	0.6734553	0.7583534
FGRRES_00517	-0.5111024	1.134449	0.4432191	0.5571725
FGRRES_00519	0.3285103	5.298747	0.524264	0.630034
FGRRES_00524	0.9236673	8.812032	0.1224483	0.2047029
FGRRES_00526	0.9547942	3.324043	0.118557	0.1996739
FGRRES_00528_M	0.1704033	4.193759	0.7543151	0.8251771
FGRRES_00530	-0.6961008	5.733019	0.1855538	0.2842365
FGRRES_00531	0.8274792	2.549695	0.2518217	0.3605569
FGRRES_00534	-0.003521963	6.511585	0.9789036	0.9813244
FGRRES_00535	-0.5244119	2.742208	0.5196911	0.6264582
FGRRES_00536	0.1420796	7.361294	0.8037338	0.8618622
FGRRES_00537	0.2194961	3.808763	0.706134	0.7851319
FGRRES_00538	0.03037321	7.089007	0.9596227	0.9722179
FGRRES_00540	-0.2438	4.860312	0.6559831	0.7439273
FGRRES_00541	-1.107996	5.675999	0.0388042	0.08082767
FGRRES_00542	1.275602	2.739397	0.05707873	0.1105417
FGRRES_00546	-1.047714	4.770539	0.0626373	0.1193631
FGRRES_00549	-0.7219034	6.161874	0.180846	0.2785978
FGRRES_00550	-0.9289433	2.616148	0.2028285	0.3047765
FGRRES_00551	0.01098034	4.271969	0.9790676	0.9813244
FGRRES_00552	-1.168427	5.302488	0.03131126	0.06738471
FGRRES_00553	-0.9984378	5.549395	0.062211	0.1187227
FGRRES_00554	1.320883	5.635924	0.02444052	0.05495193
FGRRES_00560	-1.135297	6.110276	0.0364744	0.07668668
FGRRES_00561	0.1615463	8.420161	0.7819483	0.8463634
FGRRES_00562	1.235552	6.405451	0.02231329	0.05088593
FGRRES_00565	-0.7063404	2.903349	0.2588608	0.3686414
FGRRES_00566	0.4936409	2.723734	0.4520812	0.5653201
FGRRES_00569	0.6959987	1.796547	0.3042107	0.4172093
FGRRES_00570	-0.8048544	5.138052	0.1318254	0.2171347
FGRRES_00573	-0.3944539	5.909528	0.4544548	0.5675717
FGRRES_00574	-0.3240151	5.505061	0.5270525	0.6326658
FGRRES_00576	-0.02203011	5.666882	0.9577276	0.9706058
FGRRES_00577	0.05551044	5.966987	0.9106181	0.9378381
FGRRES_00582	0.1082359	1.459651	0.8028024	0.8615338
FGRRES_00583	0.9248982	6.140008	0.1107048	0.1889118
FGRRES_00587	-0.3760292	4.527425	0.4864301	0.5969948
FGRRES_00588	-0.8958101	6.409532	0.09716436	0.1697561
FGRRES_00589	1.48051	7.079718	0.02309823	0.05230233
FGRRES_00592	-0.80242	7.386628	0.1925787	0.2930534
FGRRES_00595	-1.014653	6.035266	0.05866197	0.1130631
FGRRES_00597	-1.014968	7.002055	0.07823143	0.142553
FGRRES_00600	0.2527043	4.01755	0.6379369	0.7277201
FGRRES_00604	0.2217531	3.071979	0.7011311	0.7813303
FGRRES_00607	-0.02166596	4.293279	0.9673144	0.9786765
FGRRES_00608	-0.3513782	7.263682	0.5400599	0.6447224
FGRRES_00612	0.291735	5.700673	0.5767598	0.6770767
FGRRES_00614_M	-0.2802877	5.924464	0.5868655	0.6858983
FGRRES_00615	-0.6572525	7.254406	0.2679019	0.3785366
FGRRES_00616	-1.124627	5.172349	0.03459882	0.07351233
FGRRES_00619	-0.7694304	0.1696417	0.6028346	0.6985515
FGRRES_00620	-0.6289962	6.000911	0.2584072	0.3681404
FGRRES_00622	0.8530711	4.397385	0.1107259	0.1889181
FGRRES_00623	0.7543492	5.037475	0.1461211	0.2347671
FGRRES_00625	-0.3579167	0.4775151	0.7439595	0.8170605
FGRRES_00626	0.3758437	2.309961	0.5466209	0.6500819
FGRRES_00628	-1.037562	4.000008	0.06310016	0.1201028
FGRRES_00629	-0.2392357	5.621308	0.6492493	0.7382935
FGRRES_00633	-0.9120283	8.678498	0.1377895	0.2245389
FGRRES_00635	1.289067	4.099962	0.02688611	0.05945292
FGRRES_00637	0.1927624	8.476052	0.7432741	0.8164731
FGRRES_00638	-0.0560166	5.381846	0.9164344	0.9415509
FGRRES_00639	-0.05273638	8.182378	0.931801	0.9517067
FGRRES_00640	-0.3581763	2.863332	0.5657223	0.6671503
FGRRES_00641	0.3263045	6.551176	0.601037	0.6972505
FGRRES_00643	-0.3029852	6.911529	0.6092664	0.7041176
FGRRES_00644	0.4443583	8.07214	0.4453041	0.5589461
FGRRES_00645_M	0.512967	5.280049	0.4403957	0.5547964
FGRRES_00648	1.442106	3.052696	0.03349981	0.07148514
FGRRES_00655	0.9997086	6.421838	0.07239632	0.1339671
FGRRES_00656	-0.1689713	7.396345	0.7700261	0.8377199
FGRRES_00659	0.113487	4.92445	0.840068	0.88767
FGRRES_00660	0.171485	4.309153	0.758647	0.8289133
FGRRES_00661	-1.039044	5.319834	0.04954076	0.09850969
FGRRES_00664	-0.03993113	5.379827	0.9377874	0.955549
FGRRES_00666	-1.18538	6.743239	0.035438	0.07492861
FGRRES_00667	-0.7976582	5.208491	0.1792106	0.276508
FGRRES_00669	0.5758818	6.109229	0.3233108	0.4378453
FGRRES_00672	-0.9382882	3.428205	0.1232238	0.2055561
FGRRES_00675	0.9366564	4.131573	0.09019428	0.1595853
FGRRES_00677	-0.2481714	7.253969	0.6638548	0.7508146
FGRRES_00678	-0.9362906	3.296744	0.1474843	0.2364473
FGRRES_00680	0.1431554	6.099117	0.822382	0.8745418
FGRRES_00681	0.8887881	6.678433	0.1226628	0.2049669
FGRRES_00682	0.5859589	4.091926	0.3225367	0.4371242
FGRRES_00683	0.8825832	3.83708	0.1221572	0.2044213
FGRRES_00684	0.8242633	3.002607	0.1924195	0.2928933
FGRRES_00685	-0.3863551	1.419105	0.5370235	0.6418144
FGRRES_00686	0.3496909	7.768996	0.5488228	0.6519673
FGRRES_00688	-0.6816818	7.433791	0.2413211	0.3480939
FGRRES_00689	-1.069386	6.092431	0.05559618	0.1082888
FGRRES_00690	0.9237299	5.246428	0.07775532	0.141876
FGRRES_00691	-0.1530275	3.749842	0.7850987	0.8487575
FGRRES_00692	-3.443465	0.2419964	0.04574174	0.09248153
FGRRES_00693	1.10027	4.010034	0.04963408	0.09863265
FGRRES_00694	-0.3266816	4.348135	0.5336176	0.6389376
FGRRES_00696	0.1715171	2.849578	0.7813748	0.8458269
FGRRES_00700	-0.8108708	5.28906	0.1278011	0.2120083
FGRRES_00701	-0.128739	1.421786	0.9413269	0.9580436
FGRRES_00705	-1.547102	4.162051	0.02235397	0.05093589
FGRRES_00706	-1.039781	6.295125	0.1232628	0.2055895
FGRRES_00707	0.2854998	6.106103	0.59326	0.6909906
FGRRES_00710	1.279259	6.952683	0.02766188	0.06082139
FGRRES_00715	0.2578963	4.399105	0.6324299	0.7231864
FGRRES_00716	-0.3725619	4.833573	0.4926474	0.6022158
FGRRES_00719	-0.7534836	5.708228	0.1473173	0.2362773
FGRRES_00721	0.8824248	5.586812	0.1391771	0.2261211
FGRRES_00722	-0.7909878	6.823318	0.1888456	0.2885052
FGRRES_00723	-0.8224868	4.235415	0.1379978	0.2247771
FGRRES_00726	-0.6974364	4.929368	0.2013844	0.30318
FGRRES_00728	0.6821511	9.24871	0.2569521	0.3665997
FGRRES_00730	1.349871	3.993651	0.02513302	0.05634551
FGRRES_00731	-0.01437501	7.277814	0.9797155	0.9813244
FGRRES_00732	1.388142	4.97238	0.0316306	0.06797761
FGRRES_00736	0.8070579	4.73029	0.1985961	0.2996833
FGRRES_00738	-0.1677277	6.516994	0.7875642	0.8508243
FGRRES_00739	-0.2388338	6.417334	0.6567088	0.7444392
FGRRES_00740	1.028419	3.669748	0.08841961	0.1572629
FGRRES_00741	-0.9655666	5.117949	0.06349331	0.1205762
FGRRES_00742	1.46754	1.152219	0.05941891	0.1141975
FGRRES_00743	-0.5533638	8.04502	0.3411261	0.4568412
FGRRES_00744	0.6784261	5.198641	0.303943	0.4169228
FGRRES_00745	0.5523983	3.197338	0.3617804	0.4775484
FGRRES_00746	-0.7073562	6.921201	0.2088908	0.3119707
FGRRES_00747	-0.04612287	6.265817	0.9354086	0.9545914
FGRRES_00748	0.9243251	5.58641	0.0769347	0.1406151
FGRRES_00749	1.186757	3.727252	0.04744863	0.09531001
FGRRES_00750	0.1635712	4.615159	0.7591339	0.8291115
FGRRES_00752	-0.8212125	4.785472	0.1290851	0.2136587
FGRRES_00756	0.8811518	5.820223	0.09238058	0.1627872
FGRRES_00758	0.7364949	5.081439	0.1527681	0.2434189
FGRRES_00759	1.257664	3.268554	0.04292082	0.08791989
FGRRES_00760	0.3075941	3.927039	0.5915985	0.6899053
FGRRES_00761	1.123984	4.343663	0.0449917	0.09127007
FGRRES_00763	-1.721003	2.816751	0.02880522	0.06287672
FGRRES_00764	-1.050282	0.3022778	0.4270239	0.5429983
FGRRES_00766	-1.151245	7.281923	0.04570554	0.09244171
FGRRES_00767	1.185402	5.491611	0.02231855	0.05088724
FGRRES_00768	-1.071345	4.947216	0.04639372	0.09355464
FGRRES_00769	-1.102078	5.996086	0.0710695	0.1321336
FGRRES_00771	-0.4195959	5.439418	0.4091663	0.5254002
FGRRES_00776	0.4612523	6.289386	0.3874768	0.5040497
FGRRES_00777_M	0.7368899	11.63822	0.2479875	0.3559593
FGRRES_00780	-0.3358296	5.544364	0.5324329	0.6376622
FGRRES_00781	0.9036179	7.117747	0.1109677	0.1892278
FGRRES_00782	-0.9166002	2.783218	0.1542255	0.2450672
FGRRES_00786	-0.851746	7.839815	0.142453	0.2302714
FGRRES_00787	-1.05318	5.826752	0.05307361	0.1042171
FGRRES_00788	-1.076531	3.491201	0.07466059	0.1373323
FGRRES_00796	-0.3283869	1.898061	0.6833872	0.7666295
FGRRES_00799	-0.1828735	3.956149	0.7577401	0.8280892
FGRRES_00800	-0.8040691	5.60061	0.1256749	0.2088423
FGRRES_00801	-0.4277489	3.664995	0.5279902	0.6334599
FGRRES_00804	-0.2327089	6.451318	0.6652371	0.7518295
FGRRES_00807	1.024075	6.743646	0.0942723	0.1655872
FGRRES_00810	0.2887067	3.141881	0.6354521	0.7257247
FGRRES_00812	-1.026273	3.908827	0.07752362	0.1415484
FGRRES_00814	-0.6530914	5.042361	0.2111401	0.3145077
FGRRES_00815	-0.9053483	6.587644	0.1083692	0.1858349
FGRRES_00818	-0.43171	8.013721	0.4563388	0.5690641
FGRRES_00819	1.132699	5.002513	0.03397189	0.07230768
FGRRES_00820	-0.7640326	5.090535	0.1696102	0.2645559
FGRRES_00821	-0.4875667	2.59346	0.435899	0.5507348
FGRRES_00822	1.007873	6.84924	0.07704099	0.1407856
FGRRES_00824	-0.673315	5.937813	0.1941401	0.2949332
FGRRES_00825	1.15946	4.530185	0.0318074	0.06830346
FGRRES_00829	-0.5948008	4.517809	0.3255916	0.439946
FGRRES_00831	0.2346049	7.712241	0.682895	0.7664385
FGRRES_00833	0.8711759	6.898948	0.1215858	0.2036374
FGRRES_00834	-0.007455177	3.163799	0.9799839	0.9813244
FGRRES_00836	0.886117	8.053696	0.1816318	0.2792619
FGRRES_00837	1.13515	4.026363	0.04194196	0.08617874
FGRRES_00838	-1.201098	11.24777	0.04992965	0.0991014
FGRRES_00841	-1.033076	6.926351	0.07440681	0.1369868
FGRRES_00842	-0.7217533	5.514847	0.1661619	0.2604875
FGRRES_00843	1.199176	4.844632	0.05451484	0.1066035
FGRRES_00844	0.1972066	1.544155	0.843926	0.8904462
FGRRES_00848	-0.741244	3.200353	0.290064	0.4026688
FGRRES_00852	0.2588245	6.017564	0.6411558	0.7310847
FGRRES_00853	1.085864	5.926877	0.03762319	0.0788119
FGRRES_00859	0.08369101	4.7329	0.8728358	0.9105454
FGRRES_00863	0.9799633	9.01738	0.1024881	0.1776274
FGRRES_00864	-0.5550426	3.979392	0.3183803	0.4326799
FGRRES_00868	0.5279211	2.061613	0.4533336	0.5663092
FGRRES_00869	-0.1443962	6.220834	0.8015438	0.860706
FGRRES_00870	-0.8332645	4.877106	0.1188526	0.2000477
FGRRES_00872	0.7522399	8.018839	0.2014831	0.3032865
FGRRES_00874	0.09720121	5.470271	0.8478707	0.8933923
FGRRES_00876	0.9875462	3.790066	0.1803411	0.2778988
FGRRES_00877	0.2131307	4.667323	0.6976136	0.7782895
FGRRES_00878	-1.444593	7.118849	0.0339703	0.07230768
FGRRES_00880	-1.14634	0.7881403	0.2284017	0.3343915
FGRRES_00882	0.2878503	4.593463	0.5876554	0.6865997
FGRRES_00884	0.3871873	5.423776	0.452076	0.5653201
FGRRES_00885	-0.5766938	2.278732	0.3488053	0.4646569
FGRRES_00886	0.07858701	5.376686	0.8814592	0.9161984
FGRRES_00893	0.1422211	5.745744	0.7892729	0.851997
FGRRES_00894_M	-0.5538737	5.566743	0.3278732	0.442478
FGRRES_00895	1.628882	0.6743098	0.05417104	0.1060267
FGRRES_00896	0.4700315	1.772813	0.4676577	0.5794599
FGRRES_00897	-0.3235238	2.839748	0.6225399	0.7146631
FGRRES_00898	-0.2704711	7.959049	0.6837634	0.7666295
FGRRES_00901	0.2345846	3.138656	0.7019266	0.7818732
FGRRES_00902	-1.120507	5.410441	0.03880903	0.08082767
FGRRES_00905	-0.7645771	5.033271	0.1446339	0.232964
FGRRES_00906	0.4786296	7.08729	0.4096982	0.5258342
FGRRES_00908	-0.6064355	5.850874	0.2494965	0.3577468
FGRRES_00911	-0.3321629	4.953162	0.5242026	0.6300307
FGRRES_00912	0.948657	6.707243	0.09132713	0.1610878
FGRRES_00913	0.6989039	3.022555	0.2735088	0.3848555
FGRRES_00915	-0.08750457	3.150989	0.8658319	0.9059481
FGRRES_00916	-0.0829283	7.543659	0.8942356	0.9256576
FGRRES_00917	0.5310929	8.897361	0.3314653	0.4460155
FGRRES_00923	-1.059092	4.805797	0.0562871	0.1092788
FGRRES_00924	-1.000468	5.909197	0.08904579	0.1580916
FGRRES_00925	0.3338601	6.771624	0.5523888	0.6549133
FGRRES_00939	0.1466434	5.983031	0.7780825	0.8431986
FGRRES_00940	1.035637	2.944713	0.09446807	0.1658732
FGRRES_00941	-1.012648	5.869353	0.07163176	0.1329377
FGRRES_00949	0.6245379	5.064893	0.2708103	0.3817515
FGRRES_00951	0.7524073	4.504816	0.1573178	0.2491783
FGRRES_00952	-0.325669	2.288591	0.3604817	0.4761851
FGRRES_00956	0.9233941	3.275329	0.1740868	0.2698472
FGRRES_00957	0.1144425	5.145306	0.8291517	0.8799905
FGRRES_00959	0.1427076	5.730995	0.7958346	0.8572896
FGRRES_00960	0.8043981	2.677895	0.2569891	0.3665997
FGRRES_00961	0.7207527	3.996594	0.2673118	0.3779336
FGRRES_00964	0.3831469	4.026731	0.4906083	0.600493
FGRRES_00965	-1.484474	1.474332	0.0376307	0.07881243
FGRRES_00966	0.1372221	2.216189	0.8583992	0.9004642
