Chr1	1	25000	250
Chr1	1001	26000	244
Chr1	2001	27000	238
Chr1	3001	28000	190
Chr1	4001	29000	192
Chr1	5001	30000	195
Chr1	6001	31000	182
Chr1	7001	32000	181
Chr1	8001	33000	186
Chr1	9001	34000	195
Chr1	10001	35000	226
Chr1	11001	36000	253
Chr1	12001	37000	299
Chr1	13001	38000	314
Chr1	14001	39000	302
Chr1	15001	40000	255
Chr1	16001	41000	258
Chr1	17001	42000	262
Chr1	18001	43000	264
Chr1	19001	44000	265
Chr1	20001	45000	267
Chr1	21001	46000	269
Chr1	22001	47000	283
Chr1	23001	48000	276
Chr1	24001	49000	291
Chr1	25001	50000	289
Chr1	26001	51000	305
Chr1	27001	52000	327
Chr1	28001	53000	339
Chr1	29001	54000	365
Chr1	30001	55000	389
Chr1	31001	56000	382
Chr1	32001	57000	379
Chr1	33001	58000	392
Chr1	34001	59000	398
Chr1	35001	60000	375
Chr1	36001	61000	353
Chr1	37001	62000	308
Chr1	38001	63000	289
Chr1	39001	64000	326
Chr1	40001	65000	352
Chr1	41001	66000	378
Chr1	42001	67000	384
Chr1	43001	68000	384
Chr1	44001	69000	380
Chr1	45001	70000	388
Chr1	46001	71000	396
Chr1	47001	72000	389
Chr1	48001	73000	392
Chr1	49001	74000	385
Chr1	50001	75000	386
Chr1	51001	76000	370
Chr1	52001	77000	356
Chr1	53001	78000	352
Chr1	54001	79000	327
Chr1	55001	80000	303
Chr1	56001	81000	305
Chr1	57001	82000	308
Chr1	58001	83000	300
Chr1	59001	84000	291
Chr1	60001	85000	291
Chr1	61001	86000	306
Chr1	62001	87000	317
Chr1	63001	88000	321
Chr1	64001	89000	295
Chr1	65001	90000	293
Chr1	66001	91000	303
Chr1	67001	92000	304
Chr1	68001	93000	321
Chr1	69001	94000	327
Chr1	70001	95000	331
Chr1	71001	96000	323
Chr1	72001	97000	318
Chr1	73001	98000	311
Chr1	74001	99000	307
Chr1	75001	100000	310
Chr1	76001	101000	329
Chr1	77001	102000	373
Chr1	78001	103000	376
Chr1	79001	104000	384
Chr1	80001	105000	382
Chr1	81001	106000	411
Chr1	82001	107000	436
Chr1	83001	108000	433
Chr1	84001	109000	457
Chr1	85001	110000	480
Chr1	86001	111000	467
Chr1	87001	112000	457
Chr1	88001	113000	461
Chr1	89001	114000	452
Chr1	90001	115000	435
Chr1	91001	116000	412
Chr1	92001	117000	457
Chr1	93001	118000	444
Chr1	94001	119000	455
Chr1	95001	120000	461
Chr1	96001	121000	515
Chr1	97001	122000	547
Chr1	98001	123000	550
Chr1	99001	124000	564
Chr1	100001	125000	563
Chr1	101001	126000	566
Chr1	102001	127000	514
Chr1	103001	128000	518
Chr1	104001	129000	517
Chr1	105001	130000	558
Chr1	106001	131000	553
Chr1	107001	132000	526
Chr1	108001	133000	531
Chr1	109001	134000	502
Chr1	110001	135000	494
Chr1	111001	136000	512
Chr1	112001	137000	544
Chr1	113001	138000	593
Chr1	114001	139000	599
Chr1	115001	140000	609
Chr1	116001	141000	587
Chr1	117001	142000	539
Chr1	118001	143000	541
Chr1	119001	144000	519
Chr1	120001	145000	521
Chr1	121001	146000	477
Chr1	122001	147000	465
Chr1	123001	148000	496
Chr1	124001	149000	488
Chr1	125001	150000	509
Chr1	126001	151000	492
Chr1	127001	152000	497
Chr1	128001	153000	507
Chr1	129001	154000	510
Chr1	130001	155000	507
Chr1	131001	156000	495
Chr1	132001	157000	513
Chr1	133001	158000	513
Chr1	134001	159000	521
Chr1	135001	160000	522
Chr1	136001	161000	515
Chr1	137001	162000	487
Chr1	138001	163000	445
Chr1	139001	164000	449
Chr1	140001	165000	437
Chr1	141001	166000	455
Chr1	142001	167000	454
Chr1	143001	168000	474
Chr1	144001	169000	494
Chr1	145001	170000	501
Chr1	146001	171000	526
Chr1	147001	172000	513
Chr1	148001	173000	499
Chr1	149001	174000	539
Chr1	150001	175000	553
Chr1	151001	176000	588
Chr1	152001	177000	616
Chr1	153001	178000	648
Chr1	154001	179000	676
Chr1	155001	180000	661
Chr1	156001	181000	667
Chr1	157001	182000	670
Chr1	158001	183000	673
Chr1	159001	184000	695
Chr1	160001	185000	689
Chr1	161001	186000	686
Chr1	162001	187000	687
Chr1	163001	188000	684
Chr1	164001	189000	672
Chr1	165001	190000	669
Chr1	166001	191000	654
Chr1	167001	192000	651
Chr1	168001	193000	632
Chr1	169001	194000	619
Chr1	170001	195000	618
Chr1	171001	196000	596
Chr1	172001	197000	599
Chr1	173001	198000	586
Chr1	174001	199000	543
Chr1	175001	200000	513
Chr1	176001	201000	476
Chr1	177001	202000	459
Chr1	178001	203000	414
Chr1	179001	204000	384
Chr1	180001	205000	369
Chr1	181001	206000	371
Chr1	182001	207000	361
Chr1	183001	208000	405
Chr1	184001	209000	408
Chr1	185001	210000	403
Chr1	186001	211000	413
Chr1	187001	212000	416
Chr1	188001	213000	407
Chr1	189001	214000	411
Chr1	190001	215000	405
Chr1	191001	216000	406
Chr1	192001	217000	405
Chr1	193001	218000	423
Chr1	194001	219000	432
Chr1	195001	220000	442
Chr1	196001	221000	464
Chr1	197001	222000	483
Chr1	198001	223000	505
Chr1	199001	224000	545
Chr1	200001	225000	606
Chr1	201001	226000	642
Chr1	202001	227000	642
Chr1	203001	228000	642
Chr1	204001	229000	664
Chr1	205001	230000	693
Chr1	206001	231000	720
Chr1	207001	232000	719
Chr1	208001	233000	683
Chr1	209001	234000	658
Chr1	210001	235000	656
Chr1	211001	236000	650
Chr1	212001	237000	647
Chr1	213001	238000	668
Chr1	214001	239000	680
Chr1	215001	240000	689
Chr1	216001	241000	681
Chr1	217001	242000	691
Chr1	218001	243000	675
Chr1	219001	244000	693
Chr1	220001	245000	697
Chr1	221001	246000	724
Chr1	222001	247000	714
Chr1	223001	248000	700
Chr1	224001	249000	695
Chr1	225001	250000	651
Chr1	226001	251000	649
Chr1	227001	252000	660
Chr1	228001	253000	685
Chr1	229001	254000	712
Chr1	230001	255000	719
Chr1	231001	256000	694
Chr1	232001	257000	700
Chr1	233001	258000	710
Chr1	234001	259000	739
Chr1	235001	260000	763
Chr1	236001	261000	761
Chr1	237001	262000	757
Chr1	238001	263000	805
Chr1	239001	264000	852
Chr1	240001	265000	880
Chr1	241001	266000	876
Chr1	242001	267000	866
